nct_id,pmid,title,abstract,xml_file,xml_size_kb,source
NCT05338970,37689979,"HERTHENA-Lung01, a Phase II Trial of Patritumab Deruxtecan (HER3-DXd) in Epidermal Growth Factor Receptor-Mutated Non-Small-Cell Lung Cancer After Epidermal Growth Factor Receptor Tyrosine Kinase Inhibitor Therapy and Platinum-Based Chemotherapy.","PURPOSE: Patritumab deruxtecan, or HER3-DXd, is an antibody-drug conjugate consisting of a fully human monoclonal antibody to human epidermal growth factor receptor 3 (HER3) attached to a topoisomerase I inhibitor payload via a stable tetrapeptide-based cleavable linker. We assessed the efficacy and safety of HER3-DXd in patients with epidermal growth factor receptor ( METHODS: This phase II study (ClinicalTrials.gov identifier: NCT04619004) was designed to evaluate HER3-DXd in patients with advanced  RESULTS: Enrollment into the uptitration arm closed early on the basis of a prespecified benefit-risk assessment of data from the phase I U31402-A-U102 trial. In total, 225 patients received HER3-DXd 5.6 mg/kg once every 3 weeks. As of May 18, 2023, median study duration was 18.9 (range, 14.9-27.5) months. Confirmed ORR by BICR was 29.8% (95% CI, 23.9 to 36.2); median duration of response, 6.4 months; median progression-free survival, 5.5 months; and median overall survival, 11.9 months. The subgroup of patients with previous osimertinib and PBC had similar outcomes. Efficacy was observed across a broad range of pretreatment tumor HER3 membrane expression levels and across diverse mechanisms of EGFR TKI resistance. In patients with nonirradiated brain metastases at baseline (n = 30), the confirmed CNS ORR by BICR per CNS RECIST was 33.3% (95% CI, 17.3 to 52.8). The safety profile (National Cancer Institute Common Terminology Criteria for Adverse Events v5.0) was manageable and tolerable, consistent with previous observations. CONCLUSION: After tumor progression with EGFR TKI therapy and PBC in patients with ",pubmed_semantic_data\xml_files\NCT05338970_37689979.xml,40.5244140625,PubMed
NCT05388669,38857463,"Subcutaneous Versus Intravenous Amivantamab, Both in Combination With Lazertinib, in Refractory Epidermal Growth Factor Receptor-Mutated Non-Small Cell Lung Cancer: Primary Results From the Phase III PALOMA-3 Study.","PURPOSE: Phase III studies of intravenous amivantamab demonstrated efficacy across epidermal growth factor receptor ( PATIENTS AND METHODS: Patients with  RESULTS: Overall, 418 patients underwent random assignment (subcutaneous group, n = 206; intravenous group, n = 212). Geometric mean ratios of C CONCLUSION: Subcutaneous amivantamab-lazertinib demonstrated noninferiority to intravenous amivantamab-lazertinib, offering a consistent safety profile with reduced IRRs, increased convenience, and prolonged survival.",pubmed_semantic_data\xml_files\NCT05388669_38857463.xml,40.2958984375,PubMed
NCT05499390,40057343,"Ivonescimab versus pembrolizumab for PD-L1-positive non-small cell lung cancer (HARMONi-2): a randomised, double-blind, phase 3 study in China.","BACKGROUND: Ivonescimab is a bispecific antibody against programmed cell death protein 1 and vascular endothelial growth factor, yielding promising clinical outcomes for patients with advanced non-small cell lung cancer in early-phase studies. We compared the efficacy and safety of ivonescimab with pembrolizumab in patients with programmed cell death ligand-1 (PD-L1)-positive advanced non-small cell lung cancer. METHODS: HARMONi-2 is a randomised, double-blind, phase 3 trial across 55 hospitals in China. Eligible patients were aged 18 years or older and had locally advanced or metastatic PD-L1-positive non-small cell lung cancer without sensitising epidermal growth factor receptor mutations or anaplastic lymphoma kinase translocations and an Eastern Cooperative Oncology Group performance-status of 0 or 1. Patients were randomly assigned (1:1) to receive 20 mg/kg ivonescimab or 200 mg pembrolizumab intravenously every 3 weeks. Randomisation was stratified by histology, clinical stage, and PD-L1 expression. The primary endpoint was progression-free survival (PFS) assessed by a masked independent radiographic review committee per RECIST v1.1 in the intention-to-treat population. This study is registered with ClinicalTrials.gov, NCT05499390; recruitment is complete, with the trial ongoing and final analysis to be reported later. FINDINGS: Between Nov 9, 2022, and Aug 26, 2023, 398 (45%) of 879 screened patients were randomly assigned to receive ivonescimab (n=198) or pembrolizumab (n=200). At the preplanned interim analysis, median PFS was significantly longer with ivonescimab than with pembrolizumab (11·1 vs 5·8 months; stratified hazard ratio [HR] 0·51 [95% CI 0·38-0·69]; one-sided p<0·0001). The PFS benefit of ivonescimab over pembrolizumab was broadly consistent within prespecified subgroups, including patients with PD-L1 tumour proportion score (TPS) 1-49% (HR 0·54 [95% CI 0·37-0·78]) and PD-L1 TPS of 50% of higher (HR 0·48 [0·29-0·79]). Grade 3 or higher treatment",pubmed_semantic_data\xml_files\NCT05499390_40057343.xml,21.2646484375,PubMed
NCT05555732,39469838,TROPION-Lung07: Phase III study of Dato-DXd + pembrolizumab ± platinum-based chemotherapy as 1L therapy for advanced non-small-cell lung cancer.,"For patients with advanced/metastatic non-small-cell lung cancer (NSCLC) without actionable genomic alterations and low (<50%) PD-L1 expression, pembrolizumab plus pemetrexed and platinum chemotherapy is a preferred first-line treatment. These patients have comparatively worse outcomes than those with higher PD-L1 expression, underscoring the need for new combination strategies. Datopotamab deruxtecan (Dato-DXd), a TROP2-directed antibody-drug conjugate, has demonstrated encouraging antitumor activity and safety in this patient population. We describe the rationale and design of TROPION-Lung07, a randomized, open-label Phase III study assessing Dato-DXd in combination with pembrolizumab with/without platinum-based chemotherapy versus pembrolizumab plus pemetrexed and platinum-based chemotherapy in patients with advanced/metastatic non-squamous NSCLC without actionable genomic alterations and <50% PD-L1 expression. Primary study objectives are progression-free survival and overall survival. Most patients discover they have non-small-cell lung cancer (NSCLC) after it has already spread beyond the lungs (metastasized) making it more challenging to treat. If patients with NSCLC also lack specific genetic changes, called “actionable genomic alterations”, or have low levels of a protein called PD-L1 (which cancer cells use to avoid attack from the immune system and continue to grow), current treatments may not fully help, or only help for a while. However, newer approaches are being investigated that may benefit these patients with fewer side effects than traditional chemotherapy. Datopotamab deruxtecan (Dato-DXd) is an investigational drug which combines an antibody with a chemotherapy agent to specifically target and kill cancer cells. The antibody in Dato-DXd attaches to a protein called TROP2, which is widely expressed in NSCLC tumors, and delivers chemotherapy directly into cancer cells to kill them. The TROPION-Lung07 study will assess the potential benefits and sid",pubmed_semantic_data\xml_files\NCT05555732_39469838.xml,31.97265625,PubMed
NCT05668988,38101437,"Sunvozertinib for patients in China with platinum-pretreated locally advanced or metastatic non-small-cell lung cancer and EGFR exon 20 insertion mutation (WU-KONG6): single-arm, open-label, multicentre, phase 2 trial.","BACKGROUND: Sunvozertinib is an oral, irreversible, and selective tyrosine kinase inhibitor that has a favourable safety profile and encouraging antitumour activity, as shown in phase 1 studies of patients with heavily pretreated non-small cell lung cancer (NSCLC) with EGFR exon 20 insertion mutation (exon20ins). We aimed to assess the antitumour efficacy of sunvozertinib in patients with platinum-pretreated locally advanced or metastatic NSCLC with EGFR exon20ins. METHODS: WU-KONG6 is a single-group, open-label, multicentre phase 2 trial of sunvozertinib monotherapy, conducted across 37 medical centres in China. We enrolled adult patients with pathologically or cytologically confirmed locally advanced or metastatic NSCLC whose tumour tissue carried an EGFR exon20ins mutation. All patients had received at least one line of previous systemic therapy, with at least one line containing platinum-based chemotherapy. The primary endpoint was objective response rate (ORR), as assessed by the independent review committee. The ORR was defined as the percentage of patients who achieved complete or partial response, confirmed by two separate assessments with at least 4-week time interval, until disease progression or initiation of any new anti-cancer therapy. Enrolled patients received sunvozertinib 300 mg once daily until meeting discontinuation criteria per the protocol. Patients who received at least one dose of treatment and were evaluable for efficacy analysis were included in the primary analysis, and all patients who received at least one dose of treatment were included in the safety analysis. This study is registered with ChinaDrugTrials.org, CTR20211009, and ClinicalTrials.gov, NCT05712902, and efficacy and safety follow-up are ongoing. FINDINGS: Between July 19, 2021, and May 6, 2022, 104 patients were enrolled. At data cutoff (Oct 17, 2022), the last enrolled patient had been followed up for about 6 months. Among 97 patients evaluable for efficacy analysis, 59 (61%)",pubmed_semantic_data\xml_files\NCT05668988_38101437.xml,17.939453125,PubMed
NCT05840016,41125109,"Ivonescimab plus chemotherapy versus tislelizumab plus chemotherapy as first-line treatment for advanced squamous non-small-cell lung cancer (HARMONi-6): a randomised, double-blind, phase 3 trial.","BACKGROUND: Squamous non-small-cell lung cancer (NSCLC) is associated with worse clinical outcomes than non-squamous NSCLC, but treatment options are scarce. We aimed to evaluate the efficacy and safety of ivonescimab plus chemotherapy versus tislelizumab plus chemotherapy as a first-line therapy for patients with advanced squamous NSCLC. METHODS: We conducted a randomised, double-blind, phase 3 trial at 50 sites across China (HARMONi-6). Patients aged 18-75 years with previously untreated, pathologically confirmed, unresectable stage IIIB, IIIC, or stage IV squamous NSCLC and an Eastern Cooperative Oncology Group performance status score of 0 or 1 were eligible for inclusion. Patients were randomly assigned (1:1) to receive intravenous ivonescimab (20 mg/kg) or tislelizumab (200 mg), plus intravenous paclitaxel (175 mg/m FINDINGS: From Aug 17, 2023, to Jan 21, 2025, 761 patients were screened for eligibility, among whom 532 (70%) patients were enrolled and randomly assigned to receive ivonescimab plus chemotherapy (266 [50%] patients) or tislelizumab plus chemotherapy (266 [50%] patients). As of Feb 28, 2025, median follow-up time was 10·3 months (95% CI 9·5-11·0). Median progression-free survival was 11·1 months (95% CI 9·9-not evaluable) in the ivonescimab group and 6·9 months (5·8-8·6) in the tislelizumab group (hazard ratio 0·60 [95% CI 0·46-0·78]; one-sided p<0·0001). The progression-free survival benefit with ivonescimab plus chemotherapy was consistent regardless of PD-L1 status. 170 (64%) patients in the ivonescimab group and 144 (54%) patients in the tislelizumab group had grade 3 or higher treatment-related adverse events, with grade 3 or higher immune-related adverse events occurring in 24 (9%) patients in the ivonescimab group and in 27 (10%) patients in the tislelizumab group. Grade 3 or higher treatment-related haemorrhage occurred in five (2%) patients in the ivonescimab group and in two (1%) patients in the tislelizumab group. INTERPRETATION: In pat",pubmed_semantic_data\xml_files\NCT05840016_41125109.xml,25.677734375,PubMed
NCT05870319,41124220,"Sacituzumab Tirumotecan in EGFR-TKI-Resistant, ","BACKGROUND: Sacituzumab tirumotecan (sac-TMT) is an antibody-drug conjugate targeting trophoblast cell-surface antigen 2 that has shown significant survival benefits in patients with  METHODS: In this phase 3 trial, we enrolled patients with  RESULTS: Overall, 376 patients underwent randomization, with 188 assigned to each group. After a median follow-up of 18.9 months, the median progression-free survival was 8.3 months in the sac-TMT group and 4.3 months in the chemotherapy group (hazard ratio for disease progression or death, 0.49; 95% confidence interval [CI], 0.39 to 0.62). Overall survival was significantly longer with sac-TMT than with chemotherapy (hazard ratio for death, 0.60; 95% CI, 0.44 to 0.82; two-sided P = 0.001); 18-month overall survival was 65.8% and 48.0%, respectively. Treatment-related adverse events of grade 3 or higher occurred in 58.0% of patients receiving sac-TMT and in 53.8% of those receiving chemotherapy, with the most common being a decreased neutrophil count (39.9% vs. 33.0%); treatment-related serious adverse events occurred in 9.0% and 17.6%, respectively. CONCLUSIONS: In patients with ",pubmed_semantic_data\xml_files\NCT05870319_41124220.xml,20.8427734375,PubMed
NCT06203210,41055143,IDeate-Lung02: a Phase 3 study of second-line ifinatamab deruxtecan in patients with relapsed small cell lung cancer.,"Patients with small cell lung cancer (SCLC) have poor prognosis and limited treatment options beyond first-line therapy. B7 homolog 3 (B7-H3) is minimally expressed in normal tissues but highly expressed in SCLC. Ifinatamab deruxtecan (I-DXd), a B7-H3-directed antibody-drug conjugate, has demonstrated promising efficacy and a manageable safety profile in various tumours, including SCLC. IDeate-Lung02 is a global, randomized, open-label Phase 3 study of ~540 patients with relapsed SCLC. Adults with one prior line of platinum-based systemic therapy, ECOG performance status 0-1, and ≥1 measurable lesion (per RECIST 1.1) are eligible for study participation. Patients with asymptomatic untreated or previously treated brain metastases may participate. Patients are randomized 1:1 to receive I-DXd 12 mg/kg intravenously every 3 weeks or treatment of physician's choice (topotecan, amrubicin, or lurbinectedin). Dual primary endpoints are objective response rate (ORR) by blinded independent central review (BICR) and overall survival. Secondary endpoints include ORR by investigator; progression-free survival, duration of response, disease control rate, and time to response, all by BICR and investigator; patient-reported outcomes; and safety. IDeate-Lung02 will ascertain whether I-DXd treatment after only one prior line of systemic treatment improves outcomes for patients with relapsed SCLC compared with topotecan, amrubicin, or lurbinectedin. Small cell lung cancer (SCLC) is a fast-growing type of cancer, and most people are diagnosed after it has already spread. Many people respond to their first treatment, but the cancer often returns. When that happens, current treatments usually do not work well and can cause side effects. New treatment options are needed to help people live longer and feel better. The IDeate-Lung02 study is a global research study currently underway. It is testing a potential new treatment called ifinatamab deruxtecan (I-DXd) to see if it works better than",pubmed_semantic_data\xml_files\NCT06203210_41055143.xml,29.1669921875,PubMed
NCT06211036,40934933,"Safety and activity of tarlatamab in combination with a PD-L1 inhibitor as first-line maintenance therapy after chemo-immunotherapy in patients with extensive-stage small-cell lung cancer (DeLLphi-303): a multicentre, non-randomised, phase 1b study.","BACKGROUND: Tarlatamab is a delta-like ligand 3 (DLL3)-directed bispecific T-cell engager immunotherapy that has improved survival in patients with previously treated small-cell lung cancer (SCLC). We evaluated the safety and activity of tarlatamab in combination with atezolizumab or durvalumab as first-line maintenance therapy in patients with extensive-stage (ES)-SCLC. METHODS: In this multicentre, non-randomised, phase 1b study, patients aged 18 years and older, with Eastern Cooperative Oncology Group performance status of 0-1 and without disease progression after four to six cycles of platinum-etoposide chemotherapy plus a programmed cell death ligand 1 (PD-L1) inhibitor (if available), received tarlatamab 10 mg intravenously once every 2 weeks, after an initial tarlatamab 1 mg dose, with atezolizumab intravenously (1680 mg once every 4 weeks) or durvalumab intravenously (1500 mg once every 4 weeks) as maintenance until disease progression. Patients were enrolled from 30 centres in 13 countries. The primary objective was to evaluate safety and to determine the recommended phase 2 dose or maximum tolerated dose of tarlatamab in combination with a PD-L1 inhibitor through assessment of dose-limiting toxicities, treatment-emergent adverse events, treatment-related adverse events, and changes in vital signs, electrocardiograms, and clinical laboratory tests. All patients who received at least one dose of tarlatamab were included in the analyses. Because overall survival data were immature at the primary analysis, in this Article, we report a non-specified interim analysis to provide an updated examination of overall survival and longer-term safety. This study is registered with ClinicalTrials.gov, NCT05361395; the EU Clinical Trials registry, 2021-005462-17; and EudraCT, 2024-511021-58. FINDINGS: Between Aug 31, 2022, and Jan 30, 2024, 88 patients received tarlatamab with atezolizumab or durvalumab after standard-of-care first-line chemo-immunotherapy. The median tim",pubmed_semantic_data\xml_files\NCT06211036_40934933.xml,15.0302734375,PubMed
NCT03351361,39486424,"Nivolumab plus ipilimumab versus carboplatin-based doublet as first-line treatment for patients with advanced non-small-cell lung cancer aged ≥70 years or with an ECOG performance status of 2 (GFPC 08-2015 ENERGY): a randomised, open-label, phase 3 study.","BACKGROUND: Combined treatment with anti-PD-1 and anti-CTLA-4 antibodies has shown superiority over chemotherapy in patients with advanced non-small-cell lung cancer (NSCLC), but data for older patients (aged ≥70 years) with an Eastern Cooperative Oncology Group (ECOG) performance status of 0-1 or those with an ECOG performance status of 2 are scarce. We aimed to test the superiority of the PD-1 antibody nivolumab and the CTLA-4 antibody ipilimumab over platinum-based doublet chemotherapy as first-line treatment in patients with NSCLC aged 70 years or older or with an ECOG performance status of 2. METHODS: This open-label, multicentre, randomised, controlled, phase 3 trial was done at 30 hospitals and cancer centres in France. Eligible patients had stage IV histologically proven NSCLC, with no known oncogenic alterations, and were either aged 70 years or older with ECOG performance status of 0-2 or younger than 70 years with an ECOG performance status of 2. Patients were randomly assigned (1:1) centrally, using a computer-generated algorithm stratified by age (<70 vs ≥70 years), ECOG performance status (0-1 vs 2), and histology (squamous vs non-squamous) to receive nivolumab plus ipilimumab or platinum-based doublet chemotherapy (carboplatin [area under the curve ≤700 mg] plus pemetrexed [500 mg/m FINDINGS: The trial was stopped early for futility on the basis of a pre-planned interim analysis after 33% of the expected events had occurred. Between Feb 12, 2018, and Dec 15, 2020, 217 patients were randomly assigned, of whom 216 patients were included in the final analysis, with 109 patients in the nivolumab plus ipilimumab group and 107 in the chemotherapy group; median age was 74 years (IQR 70-78). Median overall survival was 14·7 months (95% CI 8·0-19·7) in the nivolumab plus ipilimumab group and 9·9 months (7·7-12·3) in chemotherapy group (hazard ratio [HR] 0·85 [95% CI 0·62-1·16]). Among patients aged 70 years or older with an ECOG performance status of 0-1 (medi",pubmed_semantic_data\xml_files\NCT03351361_39486424.xml,22.3037109375,PubMed
NCT03409614,36008722,"Cemiplimab plus chemotherapy versus chemotherapy alone in non-small cell lung cancer: a randomized, controlled, double-blind phase 3 trial.","First-line cemiplimab (anti-programmed cell death-1 (PD-1)) monotherapy has previously shown significant improvement in overall survival (OS) and progression-free survival (PFS) versus chemotherapy in patients with advanced non-small cell lung cancer (aNSCLC) and PD-ligand 1 (PD-L1) expression ≥50%. EMPOWER-Lung 3 ( NCT03409614 ), a double-blind, placebo-controlled, phase 3 study, examined cemiplimab plus platinum-doublet chemotherapy as first-line treatment for aNSCLC, irrespective of PD-L1 expression or histology. In this study, 466 patients with stage III/IV aNSCLC without EGFR, ALK or ROS1 genomic tumor aberrations were randomized (2:1) to receive cemiplimab 350 mg (n = 312) or placebo (n = 154) every 3 weeks for up to 108 weeks in combination with four cycles of platinum-doublet chemotherapy (followed by pemetrexed maintenance as indicated). In total, 57.1% (266/466 patients) had non-squamous NSCLC, and 85.2% (397/466 patients) had stage IV disease. The primary endpoint was OS. The trial was stopped early per recommendation of the independent data monitoring committee, based on meeting preset OS efficacy criteria: median OS was 21.9 months (95% confidence interval (CI), 15.5-not evaluable) with cemiplimab plus chemotherapy versus 13.0 months (95% CI, 11.9-16.1) with placebo plus chemotherapy (hazard ratio (HR) = 0.71; 95% CI, 0.53-0.93; P = 0.014). Grade ≥3 adverse events occurred with cemiplimab plus chemotherapy (43.6%, 136/312 patients) and placebo plus chemotherapy (31.4%, 48/153 patients). Cemiplimab is only the second anti-PD-1/PD-L1 agent to show efficacy in aNSCLC as both monotherapy and in combination with chemotherapy for both squamous and non-squamous histologies.",pubmed_semantic_data\xml_files\NCT03409614_36008722.xml,20.3896484375,PubMed
NCT03787992,35662408,"Furmonertinib (AST2818) versus gefitinib as first-line therapy for Chinese patients with locally advanced or metastatic EGFR mutation-positive non-small-cell lung cancer (FURLONG): a multicentre, double-blind, randomised phase 3 study.","BACKGROUND: Furmonertinib (AST2818) is an irreversible, selective, third-generation EGFR tyrosine-kinase inhibitor. We aimed to investigate the efficacy and safety of furmonertinib versus the first-generation EGFR tyrosine-kinase inhibitor gefitinib as first-line treatment in patients with EGFR mutation-positive locally advanced or metastatic non-small-cell lung cancer (NSCLC). METHODS: The FURLONG study is a multicentre, double-blind, randomised, phase 3 study done in 55 hospitals across mainland China. We enrolled patients who were aged 18 years or older and had histologically confirmed, locally advanced or metastatic, stage IIIB, IIIC, or IV unresectable NSCLC with EGFR exon 19 deletions or exon 21 Leu858Arg mutation on tissue biopsy confirmed by a central laboratory. Eligible patients were stratified according to EGFR mutation (exon 19 deletions or exon 21 Leu858Arg) and CNS metastases (with or without) and randomly assigned (1:1) to receive either oral furmonertinib (80 mg/day) or oral gefitinib (250 mg/day) in 21-day cycles until disease progression, the occurrence of intolerable toxicities, withdrawal of consent, or other discontinuation reasons judged by the investigators. Investigators, clinicians, participants, independent review centre (IRC) members, the sponsor, and those analysing the data were all masked to treatment allocation. The primary endpoint was IRC-assessed progression-free survival and, along with safety, was analysed in the full analysis set, which comprised all randomly assigned patients who had received at least one dose of study drug. This study is registered with ClinicalTrials.gov, NCT03787992, and is ongoing for survival follow-up. FINDINGS: Between May 30, 2019, and Dec 5, 2019, 750 patients were screened, of whom 358 were randomly assigned to receive either furmonertinib and gefitinib-matching placebo (n=178) or gefitinib and furmonertinib-matching placebo (n=180). 178 patients randomly assigned to furmonertinib and 179 patients rand",pubmed_semantic_data\xml_files\NCT03787992_35662408.xml,16.091796875,PubMed
NCT03800134,37870974,Perioperative Durvalumab for Resectable Non-Small-Cell Lung Cancer.,"BACKGROUND: Neoadjuvant or adjuvant immunotherapy can improve outcomes in patients with resectable non-small-cell lung cancer (NSCLC). Perioperative regimens may combine benefits of both to improve long-term outcomes. METHODS: We randomly assigned patients with resectable NSCLC (stage II to IIIB [N2 node stage] according to the eighth edition of the  RESULTS: A total of 802 patients were randomly assigned to receive durvalumab (400 patients) or placebo (402 patients). The duration of event-free survival was significantly longer with durvalumab than with placebo; the stratified hazard ratio for disease progression, recurrence, or death was 0.68 (95% confidence interval [CI], 0.53 to 0.88; P = 0.004) at the first interim analysis. At the 12-month landmark analysis, event-free survival was observed in 73.4% of the patients who received durvalumab (95% CI, 67.9 to 78.1), as compared with 64.5% of the patients who received placebo (95% CI, 58.8 to 69.6). The incidence of pathological complete response was significantly greater with durvalumab than with placebo (17.2% vs. 4.3% at the final analysis; difference, 13.0 percentage points; 95% CI, 8.7 to 17.6; P<0.001 at interim analysis of data from 402 patients). Event-free survival and pathological complete response benefit were observed regardless of stage and PD-L1 expression. Adverse events of maximum grade 3 or 4 occurred in 42.4% of patients with durvalumab and in 43.2% with placebo. Data from 62 patients with documented  CONCLUSIONS: In patients with resectable NSCLC, perioperative durvalumab plus neoadjuvant chemotherapy was associated with significantly greater event-free survival and pathological complete response than neoadjuvant chemotherapy alone, with a safety profile that was consistent with the individual agents. (Funded by AstraZeneca; AEGEAN ClinicalTrials.gov number, NCT03800134.).",pubmed_semantic_data\xml_files\NCT03800134_37870974.xml,106.4443359375,PubMed
NCT03802240,37156249,"Sintilimab plus chemotherapy for patients with EGFR-mutated non-squamous non-small-cell lung cancer with disease progression after EGFR tyrosine-kinase inhibitor therapy (ORIENT-31): second interim analysis from a double-blind, randomised, placebo-controlled, phase 3 trial.","BACKGROUND: In the first interim analysis of the ORIENT-31 trial, compared with chemotherapy alone, sintilimab plus bevacizumab biosimilar IBI305 plus chemotherapy (pemetrexed and cisplatin) significantly improved progression-free survival in patients with EGFR-mutated non-squamous non-small-cell lung cancer (NSCLC) who progressed on EGFR tyrosine-kinase inhibitor treatment. However, the benefit of anti-PD-1 or PD-L1 antibody added to chemotherapy in this patient population remains unclear, with no prospective evidence from phase 3 trials globally. We report the results from the prespecified second interim analysis of progression-free survival between sintilimab plus chemotherapy and chemotherapy alone, the updated results of sintilimab plus IBI305 plus chemotherapy, and preliminary overall survival results. METHODS: This double-blind, randomised, placebo-controlled, phase 3 trial was done at 52 centres across China and included patients aged 18-75 years with locally advanced or metastatic (stage IIIB, IIIC, or IV according to the American Joint Committee on Cancer, eighth edition) EGFR-mutated non-squamous NSCLC, disease progression after EGFR tyrosine-kinase inhibitor treatment (according to the Response Evaluation Criteria in Solid Tumours version 1.1 [RECIST 1.1]), and at least one measurable lesion (according to RECIST 1.1). Patients were randomly assigned (1:1:1), using an interactive web response system, to receive sintilimab (200 mg) plus IBI305 (15 mg/kg) plus pemetrexed (500 mg/m FINDINGS: Between July 11, 2019, and March 31, 2022, 1011 patients were screened and 476 were randomly assigned (158 to the sintilimab plus IBI305 plus chemotherapy group, 158 to the sintilimab plus chemotherapy group, and 160 to the chemotherapy alone group). The median follow-up duration for progression-free survival was 12·9 months (IQR 8·2-17·8) in the sintilimab plus IBI305 plus chemotherapy group, 15·1 months (8·0-19·5) in the sintilimab plus chemotherapy group, and 14·4 mon",pubmed_semantic_data\xml_files\NCT03802240_37156249.xml,18.2109375,PubMed
NCT03856411,39715755,"Toripalimab plus chemotherapy for first line treatment of advanced non-small cell lung cancer (CHOICE-01): final OS and biomarker exploration of a randomized, double-blind, phase 3 trial.","A randomized double-blind phase 3 trial (CHOICE-01, NCT03856411) demonstrated that combining toripalimab with chemotherapy substantially improves progression-free survival (PFS) in advanced non-small cell lung cancer (NSCLC) patients without pretreatment. This study presents the prespecified final analysis of overall survival (OS) and biomarkers utilizing circulating tumor DNA (ctDNA) and tissue-based sequencing. Additionally, the analysis revealed a higher median overall survival (OS, 23.8 months) in the toripalimab group than that in the control group (17.0 months). (HR = 0.69, 95%CI: 0.57-0.93, nominal P = 0.01). This survival benefit was particularly notable in the non-squamous subgroup. As the first phase 3 study to perform both baseline tissue whole-exome sequencing (WES) and peripheral blood ctDNA testing, we investigated efficacy predictive biomarkers based on both tissue and ctDNA, Genomic sequencing of ctDNA showed high concordance with tumor tissue independently confirmed that individuals exhibiting a high tumor mutational burden, as well as mutations in the FA-PI3K-Akt and IL-7 signaling pathways benefited more from the toripalimab treatment. Furthermore, a ctDNA response observed on cycle 3 day 1, was associated with improved clinical outcomes for patients treated with the combination therapy. In conclusion, Toripalimab plus chemotherapy yields significant improvements in OS as a first-line treatment. The study highlights the utility of ctDNA as a proxy for tumor tissue, providing novel prospects for predicting efficacy of immuno-chemotherapy through continuous ctDNA monitoring.",pubmed_semantic_data\xml_files\NCT03856411_39715755.xml,40.283203125,PubMed
NCT03866980,35833116,"Penpulimab, an Fc-Engineered IgG1 Anti-PD-1 Antibody, With Improved Efficacy and Low Incidence of Immune-Related Adverse Events.","BACKGROUND: IgG4 anbibodies are deficient in stability and may contribute to tumor-associated escape from immune surveillance. We developed an IgG1 backbone anti-programmed cell death protein-1 (PD-1) antibody, penpulimab, which is designed to remove crystallizable fragment (Fc) gamma receptor (FcγR) binding that mediates antibody-dependent cell-mediated cytotoxicity (ADCC), antibody-dependent cellular phagocytosis (ADCP) and proinflammatory cytokine release. METHODS: Aggregation of different anti-PD-1 antibodies was tested by size exclusion chromatography, and melting temperature midpoint (Tm) and aggregation temperature onset (Tagg) were also determined. The affinity constants of penpulimab for PD-1 and human FcγRs were measured by surface plasmon resonance and biolayer interferometry. ADCC and ADCP were determined in cellular assays and antibody-dependent cytokine release (ADCR) from human macrophages was detected by ELISA. Binding kinetics of penpulimab to human PD-1 was determined by Biacore, and epitope/paratope mapping of PD-1/penpulimab was investigated using x-ray crystallography. Additionally, patients from six ongoing trials were included for analysis of immune-related adverse events (irAEs). RESULTS: Penpulimab demonstrated better stability and a lower level of host-cell protein residue compared with IgG4 backbone anti-PD-1 antibodies. As expected, penpulimab exhibited no apparent binding to FcγRIa, FcγRIIa_H131, FcγRIIIa_V158 and FcγRIIIa_F158, elicited no apparent ADCC and ADCP activities, and induced no remarkable IL-6 and IL-8 release by activated macrophages  CONCLUSIONS: IgG1 backbone anti-PD1 antibody penpulimab has a good stability and reduced host cell protein residue, as well as potent binding to the antigen. Fc engineering has eliminated Fc-mediated effector functions of penpulimab including ADCC, ADCP and reduced ADCR, which may contribute to its more favorable safety profile. CLINICAL TRIAL REGISTRATION: www.ClinicalTrials.gov, identifier: A",pubmed_semantic_data\xml_files\NCT03866980_35833116.xml,31.26171875,PubMed
